id	leader	author name	author dates	author transcribed	title catalog	title full	title half	title series	vols	edition transcribed	edition controlled	pub date	pub date transcribed	pub location	pub	pub transcribed	printer	bookseller	pub notes	format	illustrations	pub cataloger notes	para:preface	para:dedication	para:advertisement	para:to the reader	para:intro	para:note	para:other	para:footnotes	epigraph source transcribed	narrative form primary	narrative form secondary	subscriber list	inscription	marginalia	author claim	author claim type	author gender claim	author gender	advertisement genres	title words:other works	title words:singular nouns	title words:place names	holding institution	cataloger initials	cataloger institution
6436279	06102cam a2200817 a 4500	Author of Lord Winworth.		by the author of Lord Winworth, and several approved of publications.	Frederick and Alicia, or, The sorrows of love : a novel, in two volumes : containing the character of an honourable gentleman, too well known by the nobility, and others by the author of Lord Winworth, and several approved of publications.	Frederick and Alicia; or, the sorrows of love. A novel, in two volumes. Containing the character of an honourable gentleman, too well known by the nobility, and others. By the author of Lord Winworth, and several approved of publications. Vol. I.	Frederick and Alicia; or, the sorrows of love.					1791	1791	London	['Couch and Laking', 'William and James Stratford']	Printed for Couch and Laking, Curzon-Street, May-Fair; and W. and J. Stratford, Holborn-Hill.		['Couch, Christopher,', 'Laking, Francis,']		Duodecimo		['Cataloged from imperfect copy: v. 2: left board, all before leaf B2 (p. 3) and all after leaf K12 (p. 216) wanting.']		Transcription of first sentence: "Madam, Though Novels are become in general (perhaps through their multitude) insipid, and scarcely fit for perusal, yet, as there is some TRUTH in the following Pages, I hope they may not be deemed unworthy your Patronage and Attention."							['']	['Epistolary']	['First-person']		true	true	Author (text)	Reference to other works	Indeterminate			['Lord Winworth']	['Sorrow', 'Love', 'Volume', 'Character', 'Gentleman', 'Nobility', 'Author', 'Publication']		PU	DLA	
73042	02355cam a2200469 a 4500	Radcliffe, Ann Ward,	1764-1823.		The castles of Athlin and Dunbayne : a Highland story.	The castles of Athlin and Dunbayne. A highland story.	The castles of Athlin and Dunbayne.					1792	1792	Dublin	['T. Jackson']	Printed for T. Jackson, 23, Parliament-Street.				Duodecimo		['Published anonymously. By Ann W. Radcliffe. Cf. Halkett & Laing (2nd ed.)']									['', 'Cawth.']	['Third-person']											['Castle', 'Story']	['Athlin', 'Dunbayne', 'Highland']	PU	MKG	Williams College
73360	05955cam a2200769 a 4500	Belknap, Jeremy,	1744-1798.		The foresters, : an American tale: : being a sequel to the History of John Bull the clothier. : In a series of letters to a friend.	The foresters, an American tale: being a sequel to the history of John Bull the clothier. In a series of letters to a friend.						1792	1792	Boston		By I. Thomas and E. T. Andrews, proprietors of the work, Faust's statue, No. 45, Newbury Street.	['Thomas and Andrews', 'Thomas, Isaiah', 'Ebenezer Turrell, Andrews']			Duodecimo	ill. ;	['Historical allegory dealing with the American Revolution and contemporary relations with England and France. Attributed to Belknap in the Dictionary of American biography.']							true	Footnotes appear with great frequency throughout the text, so they will not all be transcribed here.	['']	['Epistolary']	['Third-person.']				Author (paratext)	Proper name	Indeterminate			['John Bull the clothier']	['Forester', 'Tale', 'Sequel', 'History', 'Clothier', 'Series', 'Friend']		PU	JAD	Swarthmore College
85788	25048cam a2201921 a 4500			newly translated from the original Arabic into French by Dom Chavis ... and M. Cazotte ... and translated from the French into English by Robert Heron.	Arabian tales, or, A continuation of the Arabian nights entertainments : consisting of stories related by the Sultana of the Indies to divert her husband from the performance of a rash vow : exhibiting a most interesting view of the religion, laws, manners, customs, arts and literature of the nations of the East and affording a rich fund of the most pleasing amusement, which fictitious writings can supply : in four volumes / newly translated from the original Arabic into French by Dom Chavis ... and M. Cazotte ... and translated from the French into English by Robert Heron.	Arabian tales: or, a continuation of the Arabian nights entertainments. Consisting of stories related by the Sultana of the Indies, to divert her husband from the performance of a rash vow; exhibiting a most intersting view of the religion, laws, manners, customs, arts, and literature, of the nations of the east; and affording a rich fund of the most pleasing amusement, which fictitious writings can supply. In four volumes. Newly translated from the original Arabic into French, By Dom Chavis, a native Arab, and M. Cazotte, member of the academy of Dijon. And translated from the French into English by Robert Heron. Vol. I.	Arabian tales. Vol. I. Or, Arabian nights entertainments. Vol. V.					1792	1792	Edinburgh	['Bell and Bradfute', 'G.G.J. and J. Robinson', 'Bell, John', 'Bradfute', 'Dickson, J.', 'Balfour, E.', 'Hill, P.', 'Robinson, G.G.J.', 'Robinson, John']	Printed for Bell and Bradfute, J. Dickson, E. Balfour, and P. Hill, Edinburgh; And G.G.J.& J. Robinson, London.				Duodecimo	Ill.	['Vol. 1 has half-title: Arabian tales, vol. I, or Arabian nights entertainments, vol. V.']	Transcription of first sentence: "Nearly a century has now elapsed, since the collection of Eastern Tales, so well known among us by the title of Arabian Nights Entertainments, was first offered to the curiosity and admiration of Europe."		Transcription of the first sentence: "Few works of fancy have been better received by the public, or more universally read, than the former volumes of the Thousand and One Nights, translated from the Arabic by M. Galland."				true	Located on first page of "Advertisement by the French editors"	['']	['Third-person']					Translator (text)	Proper name	Male	Male		['Arabian Nights Entertainment']	['Tale', 'Continuation', 'Story', 'Sultana', 'Husband', 'Performance', 'Vow', 'View', 'Religion', 'Law', 'Manner', 'Custom', 'Art', 'Literature', 'Nation', 'East', 'Fund', 'Amusement', 'Writing', 'Volume', 'Arabic', 'French', 'Native', 'Arab', 'Member', 'Academy', 'English']	['Indies', 'Academy of Dijon']	University of Pennsylvania	JAD	Swarthmore
86522	13383cam a2200865   4500	Gunning,	1740?-1800.	By Mrs. Gunning.	Anecdotes of the Delborough family. A novel ... By Mrs. Gunning.	Anecdotes of the Delborough family. A novel. In five volumes. Vol. I. By Mrs. Gunning.	Anecdotes of the Delborough family.					1792	1792.	London,	['Lane, William']	Printed for W. Lane,	['Minerva Press']			Octavo		['There is a small, exceedingly glossy bookplate on the front endpaper attached to the front cover of each volume. Transcription: "This book was supplied by---Edward Baker---14 & 16 John Bright Street---Birmingham, England---The most Expert Bookbinder Extant--Submit your wants"']		Transcription of first sentence: "To that conspicuous and exalted female character, which has not been shaken by the powers of calumny, or misguided by fashionable Opinions."	Transcription of first sentence: "Having been informed since this work was sent to the press, it is supposed to contain Historical Memoirs of my own family affairs; it is incumbent on me to set aside an opinion, that has not its foundation in truth."						['']	['Third-person']	['Letters', 'First-person']		true	true	Author (text)	Proper name	Female	Female			['Anecdote', 'Family', 'Novel', 'Volume']		PU	ECH	University of Pennsylvania
86529	11519cam a2201345   4500	Brooke, Henry,	1703?-1783.	by Mr. Brooke.	The fool of quality; or, The history of Henry, Earl of Moreland, by Mr. Brooke.	The fool of quality; or, the history of Henry Earl of Moreland. In five volumes. By Mr Brooke. Vol. I.						1792	1792	London	['Johnston, Edward']	Printed for Edward Johnston.				Duodecimo		['Vol. 5: "A new edition."']	"I hate prefaces. I never read them, and why should I write them?"	Transcription of first two sentences: "Why don't you dedicate to Mr Pitt?" Because, Sir, I would rather set forth my own talents than the virtues and praises of the best man upon earth."							['']	['First-person', 'Letters']			true	true	Author (text)	Proper name	Male	Male			['Fool', 'History', 'Volume']	['Moreland']	PU		
87752	08257cam a2200937 a 4500	Radcliffe, Ann Ward,	1764-1823.	by Ann Radcliffe ... : in three volumes.	The romance of the forest : interspersed with some pieces of poetry / by Ann Radcliffe ... : in three volumes.	The romance of the forest: interspersed with some pieces of poetry. In three volumes. Vol. I. The third edition. By Ann Radcliffe, author of "A Sicilian romance," &c.				The third edition.	Third edition	1792	1792	London	['Hookham, Thomas', 'Carpenter, James']	Printed for T. Hookham and J. Carpenter, New and Old Bond Street.				Duodecimo		['Edition statement precedes statement of responsibility.']		"To Her Grace the Duchess of Leeds. Madam, I am too grateful for the honour of being permitted to say that this work has Your Grace's approbation, to misuse the opportunity now offered me of addressing you, by praise, which it would be presumption in me to offer, and which it is the privilege of Your Grace's merits to disdain."	"It is proper to mention that some of the little poems inserted in the following pages have appeared, by permission of the author, in the Gazetteer.					"*It must be remembered that this was said in the seventeenth century." (p.113)	['Macbeth.']	['Third-person']			true		Author(text)	Proper name	Female	Female		['A Sicilian Romance']	['Romance', 'Forest', 'Piece', 'Poetry', 'Volumes', 'Edition', 'Author']		PU	CZL	University of Pennsylvania
88231	04364cam a2200673 a 4500	Parsons,	d. 1811.	by Mrs. Parsons.	The history of Miss Meredith : a novel / by Mrs. Parsons.	The history of Miss Meredith: A novel. Dedicated, by permission, to the most noble the Marchioness of Salisbury. By Mrs. Parsons.				The third edition.	Third edition	1791	1791	Dublin		Printed by J. Jones, No. 111, Grafton-Street.	['J. Jones']			Duodecimo		['An epistolary novel.']								Transcription: "Sir Edward Stanley's letter to the Earl of Bleville, giving an account of Mrs. Montague's death, and the disposition of her fortune, was omitted to prevent tautology."	['']	['Epistolary']	['First-person']		true	true	Author(text)	Proper name	Female	Female			['History', 'Miss', 'Novel', 'Permission', 'Marchioness', 'Mrs.']	['Salisbury']	University of Pennsylvania	AGY	Swarthmore College
88239	04137cam a2200625 a 4500			translated from an ancient British manuscript, lately discovered among the ruins of an abbey in north Wales.	The Rock of Modrec, or, The legend of Sir Eltram : an ethical romance / translated from an ancient British manuscript, lately discovered among the ruins of an abbey in north Wales.	The rock of Modrec; or, The legend of Sir Eltram: an ethical romance. Translated from an ancient British manuscript. Lately discovered among the ruins of an abbey in North Wales.	The rock of Modrec					1792	1792	Dublin	['Wogan, Patrick', 'Byrne, Patrick', 'Grueber, Arthur', "M'Kenzie, William", 'Moore, James', 'J. Jones', 'Jones, William', "M'Allister, R. (Randal)", 'Rice, John']	Printed by Thomas Burnside, for Messrs. P. Wogan, P. Byrne, A. Grueber, W. M'Kenzie, J. Moore, J. Jones, W. Jones, R. M'Allister, and J. Rice.	['Burnside, Thomas']			Duodecimo		['This is an anonymous work.']									['']	['Third-person']				true							['Rock', 'Legend', 'Sir', 'Romance', 'Ruin', 'Abbey']	['Modrec', 'North Wales']	PU	CZL	University of Pennsylvania
88746	05321cam a2200733 a 4500	Marmontel, Jean François,	1723-1799.	translated from the French of M. Marmontel ...	Tales / translated from the French of M. Marmontel ...	Tales, translated from the French of M. Marmontel. Consisting of Tales of an evening, and The honest Breton. Vol. I.	The tales of an evening, &c. &c.					1792	1792	Dublin	['Wogan, Patrick', 'Byrne, Patrick', 'Grueber, Arthur', 'Moore, James', 'Jones, J.', 'Jones, William', "M'Allister, R. (Randal)", 'Rice, John']	Printed for Messrs. P. Wogan, P. Byrne, A. Grueber, J. Moore, J. Jones, W. Jones, R. M'Allister, and J. Rice.				Duodecimo		['Translation of selections from: Contes moraux.']	"Though the excellence of these Tales is a sufficient voucher for their authenticity, (for who could with success imitate Marmontel?) yet as they never appeared in a collective form in the original language, it may not perhaps be superfluous to indicate the sources from which they have been drawn."							"*An allusion to one of Boccace's tales."	['']	['First-person']	['Third-person']		true	true	Author(text)	Proper name	Male	Male			['Tale', 'French', 'M.', 'Evening', 'Breton', 'Village', 'Breakfast', 'Lesson', 'Misfortune', 'Error', 'Father', 'Pastoral', 'Fugitive']	['Murcia']	PU	CZL	University of Pennsylvania
88976	05179cam a2200709 a 4500				Lady Jane Grey : an historical tale : in two volumes.	Lady Jane Grey: An historical tale. In two volumes. Vol. I.	Lady Jane Grey: An historical tale. Vol. I.					1791	1791	London	['Lane, William']	Printed for William Lane at the Minerva, Leadenhall-Street.	['Minerva Press']			Duodecimo		['An epistolary novel.']									['Fordyce.']	['Epistolary']	['First-person']		true	true					['Mixed genre']		['Lady', 'Tale', 'Volume']		PU	AGY	Swarthmore College
89379	06700cam a2200817 a 4500	Lee, Sophia,	1750-1824.	by the author of The chapter of accidents.	The recess, or A tale of other times / by the author of The chapter of accidents.	The recess; or, a tale of other times. By the author of the Chapter of accidents. Vol. I.				The fourth edition corrected.	Fourth edition	1792	1792	London	['Cadell, Thomas']	Printed for T. Cadell, in the Strand.		['Hookham & Carpenter (London, England)', 'Carpenter, James', 'Hookham, Thomas']		Duodecimo		['Small, square bookseller sticker pasted onto upper left corner of front pasted endpaper of volume one: "Sold by Hookham & Carpenter, Bond Street."']		Transcription of first sentence: "Sir, I should but affront a heart which finds its first pleasure in obliging, by asking a formal permission to publish its merits, which alone could induce me to surprise you with this address." Signed "Your highly obliged, humble servant, Sophia Lee. Bath."	Transcription of first sentence: "Not being permitted to publish the means which enriched me with the manuscript from whence the following tale is extracted, its simplicity alone can authenticate it."						['']	['Epistolary']				true	Author (text)	Reference to other works	Indeterminate	Female	['Fiction']	['The Chapter of Accidents']	['Recess', 'Tale', 'Time', 'Author', 'Chapter', 'Accident', 'Volume']		PU	MKG	Williams College
