id	type	x	b	v
440309		"['""""My lord, these following dialogues or discourses are the product of the ingenious and learned Monsieur Fontanelle, and translated into English by the Sapho of our nation, the incomparable Mrs. Behn: this I mention, my lord, to lessen the presumption I may else seem guilty of in prefixing your lordship\\\'s name before them. [...]""']"		
440309		"['This dedication pertains to """"The theory or system of several new inhabited worlds [...]"""".""']"		
440309		['The dedication is signed by Sam. Briscoe']		
440309	Preface			
440309			"[""The author\\'s preface.""]"	
440309				
440309				['v.2']
440309		"['This preface pertains to """"The theory or system of several new inhabited worlds [...]"""".""']"		
440309		"['""""I find my self reduced almost to the same condition in which Cicero was, when he undertook to put matters of philosophy into Latin; which, till that time, had never been treated of, but in Greek. [...}""']"		
440309	Letter			
440309			['To Monsieur de L-----']	
440309				
440309				['v.2']
440309		"['This letter pertains to """"The theory or system of several new inhabited worlds [...]""']"		
440309		"['""""Sir, you expect I should give you an exact account in what manner I pass\\\'d my time in the country, at the castle of Madam the Marquiese of -----, but I am afraid this account will enlarge itself to a volume, and that which is worse, to a volume of philosophy [...]""']"		
440309	Dedication			
440309			['To the right honourable, John, Lord Vaughan, Baron of Emlyn and Mollinger, Earl of Carbery, and Kt. of the Honable[sic] Order of the Bath.']	
440309				
440309				['v.2']
440309		"['This dedication pertains to """"The history of oracles, and the cheats of the pagan priests.""']"		
440309		"['""""My lord, the extraordinary figure your lordship makes in the foremost rank of our nobility, is too visible to escape the observation of all men; if dignity was now again to be the reward of vertue[sic], as it originally was, your lordship has so many undoubted claims to it, that are sufficient to enoble the meanest extraction; [...]""']"		
440309	Preface			
440309			['The preface to the history of oracles.']	
440309				
440309				['v.2']
440309		"['This preface pertains to """"The history of oracles, and the cheats of the pagan priests.""']"		
440309		"['""""Not long since there fell into my hands a small book written in Latin, De oraculis ethnicorum, or Of the heaven oracles, composed by Mr. Van-Dale, doctor of physick and printed in Holland, in which I found that the author has strenuously refuted the commonly received opinion, that the ancient oracles were delivered by demons, and that they ceased wholly at the coming of Jesus Christ. [...]""']"		
440309	Footnotes			
440309				
440309				['v.2']
440309		['Sidenotes appear on pages 36, 47, 68, 86, 93, 96, 109, 112-5, 118, 129, and 144 of The history of Oracles, in vol. 2.']		
440309	Dedication			
440309			['To Richard Norton, of Southwick in Hantshire, Esquire.']	
440309				
440309				['v.2']
440309		"['""""Honour\\\'d Sir, Eminent wit, Sir, no more than eminent beauty, can escape the trouble and presumption of addresses; and that which can strike every body with wonder, can never avoid the praise which naturally flows from the wonder: and heaven is forc\\\'d to hear the addresses as well as praises of the poor as rich, of the ignorant as learned, and takes, nay rewards, the officious, tho\\\' perhaps impertinent zeal of its leas qualify\\\'d devotees.""']"		
440309		"['This dedication pertains to """"The unfortunate bride: or, the blind lady a beauty.""']"		
440309		"['The dedication is signed """"S. Briscoe.""']"		
440309	Dedication			
440309			['To Edward Cook, of Norfok, Esquire.']	
440309				
440309				['v.2']
440309		"['This dedication pertains to """"The unfortunate happy lady.""']"		
440309		"['""""Honour\\\'d Sir, if so considerable a name as Mrs. Behn\\\'s did not justifie my choice of your patronage, Sir, for the following novel, I might perhaps be thought too presumptuous, in sheltring The unhappy fortunate under your name: [...]""']"		
440309	Dedication			
440309			['To the right honourable John, Lord, Cutts, Governour of the Isle of Wight, &c.']	
440309				
440309				['v.2']
440309		"['This dedication pertains to """"The dumb virgin: or, the force of imagination.""']"		
440309		"['""""My lord, I presume to lay the following novel at your lordships feet, written by the late celebrated Mrs. Behn: in hopes that your unwearied generosity, and candor, of which the living daily participate, may afford protection to the dead, and especially to one who deserved so well of the world while she was in it. [...]""']"		
440309		"['The dedication is signed by """"S. Briscoe.""']"		
440309	Dedication			
440309			"[""To the right honourable John Smith, Esq; chancellour, and under treasurer of the exchequer, and one of His Majesty\\'s most honourable privy council.""]"	
440309				
440309				['v.2']
440309		"['This dedication appears immediately following the text of """"The dumb virgin,"""" and before the title page to """"The wandring beauty.""""  There is nothing in the text of the dedication to indicate to which work it pertains.""']"		
440309		"['The dedication is signed by """"S. Briscoe.""']"		
440309	Dedication			
440309			['To the right honourable Edward, Earl of Darwentwater.']	
440309				
440309				['v.2']
440309		"['This dedication pertains to """"The wandring beauty""']"		
440309		"['""""My lord, being to publish these last remains of the celebrated Mrs. Behn, I cou\\\'d not lose so proper an occasion of shewing the respect and value I have for your lordship. [...]""']"		
440309		"['The dedication is signed """"Sam. Briscoe.""']"		
440309	Dedication			
440309			['The epistle dedicatory to Arthur Maynwaring Esq.']	
440309				
440309				['v.2']
440309		"['This dedication pertains to """"The unhappy mistake.""']"		
440309		"['""""Honoured sir, I am told that dedications were originally only made to men of known merit, whose sense and learning had gain\\\'d such a reputation in the world, that their names prefix\\\'d, stamp\\\'d the book current, and made it receiv\\\'d by all as such. [...]""']"		
440309		"['The dedication is signed """"Sam. Briscoe.""']"		
440310	Preface	"['""""The compiler of this history, from the gratitude and respect which the hero of it has for a nobleman in one of the highest stations in this kingdom, had prepared a dedication of it to him; whose name would have been not only the greatest ornament, but the most powerful recommendation of the work...""""  ""']"	['Preface.']	
440311	Preface	"['The preface begins, """"The compiler of this history, from the gratitude and respect which the hero of it has for a nobleman in one of the highest stations in this kingdom, had prepared a dedication of it to him; whose name would have been not only the greatest ornament, but the most powerful recommendation of the work; but upon maturer consideration, he finds himself obliged to send it into the world without that advantage: [...]""']"	['The preface.']	
440311	Advertisement	"['""""All the names of the gentlemen who have been so kind as to subscribe to the following history should have been prefixed to it, had they been returned to the author within such time as would not have delayed the publishing of it according to the proposals; but as that request has not been complied with, he has been prevented from doing it, to his great disappointment, as the names of such as have been returned, as well as those he was in expectation of, would have done great honour to his book, and perhaps have afforded a larger catalogue than any writing of the same nature has hitherto done.""']"	['Advertisement.']	
440315	Dedication 	"['The dedication reads, """"To thee, my beloved father, I dedicated my first, and to thee I also dedicate my present, work; with the pleasing conviction that thou art disposed to form a favourable judgment of any production, however humble, which has a tendency to promote the moral and religious welfare of mankind.""']"	['To Dr. Alderson, of Norwich. ']	
440315	Table of Contents	['The table of contents includes a small description of each chapter. ']	['Contents. ']	
