id	leader	orig language (base)	author name	author dates	author transcribed	title catalog	title full	title half	title series	vols	edition transcribed	edition controlled	pub date	pub date transcribed	pub location	pub	pub transcribed	printer	bookseller	pub notes	format	illustrations	pub cataloger notes	para:preface	para:dedication	para:advertisement	para:to the reader	para:intro	para:note	para:other	para:footnotes	epigraph source transcribed	narrative form primary	narrative form secondary	subscriber list	inscription	marginalia	author claim	author claim type	author gender claim	author gender	advertisement genres	title words:other works	title words:singular nouns	title words:place names	holding institution	cataloger initials	cataloger institution
440423	03709nam a2200445Ia 4500	eng	Fielding, Henry	1707-1754.		The history of Tom Jones.	The history of Tom Jones, a foundling. By Henry Fielding, Esq. In four volumes. Vol. I.			4			1818	1818	Philadelphia		Printed and published by Abraham Small, no. 112 Chestnut Street, two doors below the post office.	['Abraham Small', 'Small, Abraham, ']			Duodecimo		['Vol. 1, pg. 129 is misnumbered 139.']		""Notwithstanding your constant refusal, when I have asked to prefix your name to this dedication, I must still insist on my right to desire your protection of this work. [...]"					true	Footnotes appear in v.1 on pages xvi-ii, xxii-iii, 65, 215, 270, and 277; in v.2 on pages 71, 75, 150, 227, 245, 248-9, and 275; in v.3 on pages 15, 51, 57, 167, 179, 196, and 212; and in v.4 on pages 96 and 198.	['']	['Third-person']	['First-person']		true		Author (text)	Proper name	Male	Male	['Non-fiction']		['History', 'Foundling', 'Esq.', 'Volume']			JRH	Swarthmore College
440424	01363nam a2200265Ia 4500	eng	More, Hannah	1745-1833.	[Hannah More] 	The two wealthy farmers :  or, The history of Mr. Bragwell / [Hannah More]	The two wealthy farmers; or the history of Mr. Bragwell. Part II. [Price 4 cents or 2s. 4d. per. doz.]			1			1800	1800	Philadelphia		Printed by B. & J. Johnson, no. 147 high-street, 	['B. & J. Johnson', 'B. Johnson', 'J. Johnson']			Duodecimo	Ill. (frontispiece) ; 	['Title page and paratext for part I are wanting; this record only includes information from part II. ']									['']	['Dramatic dialogue']											['Farmer', 'History', 'Part']			EJM	Swarthmore College
6393920	06598cam a2200841Ia 4500	fre	Ducray-Duminil	1761-1819.	Translated from the French. With alterations, adapting it to the perusal of youth, for whose amusement and instruction it is designed. By the author of The Adventures of the six princesses of Babylon, Juvenile magazine, Visit for a week, &c.	Ambrose and Eleanor; or, the adventures of two children deserted on an uninhabited island. Translated from the French. With alterations, adapting it to the perusal of youth, for whose amusement and instruction it is designed. By the author of The Adventures of the six princesses of Babylon, Juvenile magazine, Visit for a week, &c.				1	Second edition.	Second edition	1797	1797.	London	['R. and L. Peacock', 'Peacock, R.']	Printed for R. and L. Peacock, at the Juvenile Library, No.295, Oxford Street; and sold by Hookham and Carpenter, Bond Street; and C. Law, Ave Maria Lane.		['Hookham and Carpenter', 'Hookham, Thomas', 'Carpenter', 'Law, Charles']			Ill.(frontispiece)	['Signatures: [A]² B-K¹² L⁶.']			""The design of the editor in the present free and abridged translation of Fanfan & Lolotte, was to form a work expressly for the perusal of youth: the native feelings of the heart unadulterated by vice, the docility and industry of two children, abandoned to themselves at an early age, the lessons of a watchful and enlightened preceptor, appeared to her subjects proper to excite the emulation and interest the attention of youth..."					A factual note about a place name, located on the first page of the text.	['']	['Third-person']	['First-person']		true	true	Translator(text)	Reference to other works	Unidentified	Female"	['Robinsonades.']	['The adventures of the six princesses of Babylon', 'Juvenile magazine', 'Visit for a week']	['Adventure', 'Child', 'Island', 'French', 'Alteration', 'Perusal', 'Youth', 'Amusement', 'Instruction', 'Author', 'Princess', 'Magazine', 'Week']	['Babylon']	Unauthorized	NB	Swarthmore College
1295841	03479cam a2200589 i 4500	eng	Hassal, Mary		in a series of letters written by a lady at Cape Francois, to Colonel Burr ...	Secret history, or, The horrors of St. Domingo / in a series of letters written by a lady at Cape Francois, to Colonel Burr ...	Secret history; or, the horrors of St. Domingo, in a series of letters, written by a lady at Cape Francois, to Colonel Burr, late Vice-President of the United States, principally during the command of General Rochambeau.			1			1808	1808	Philadelphia	['Bradford and Inskeep', 'Bradford, Samuel F. (Samuel Fisher)', 'Inskeep, John']	Published by Bradford & Inskeep. R. Carr, Printer.	['R. Carr']					['Attributed tp Leonora Sansay by Wright.']	""I am fearful of having been led into an error by my friends, when taught by them to believe that I could write something which would interest and please; and it was chiefly with a view to ascertain what confidence I might place in their kind assurances on this subject, that I collected and consented, though reluctantly, to the publication of these letters."								['']	['Epistolary']			true		Author (text)	Generic/Descriptive	Female	Female			['History', 'Horror', 'Series', 'Letter', 'Lady', 'Colonel', 'Vice-President', 'President', 'Command', 'General']	['St. Domingo', 'Cape Francois', 'United States']	PU	YDS	Swarthmore College
60022	04997cam a2200661   4500	eng	Rowson	1762-1824.	By Mrs. Rowson ...	Reuben and Rachel; or, Tales of old times. A novel. By Mrs. Rowson ...	Reuben and Rachel; or, tales of old times. A novel. By Mrs. Rowson, author of Charlotte, Trials of the heart, Fille de chambre, &c. &c. Published according to act of Congress.			1			1798	1798.	Boston	['Manning, William', 'Loring, James']	Printed by Manning & Loring, for David West, at Book-Store, no. 56, Cornhill. Sold by him, and by the author, in Winter-Street; also by Ebenezer S. Thomas, Charleston, South-Carolina, and by Solomon Cotton & Co. Baltimore.	['Manning & and Loring']	['West, David', 'Thomas, Ebenezer Smith', 'Cotton, Solomon']	Above publication information reads: ""Published according to act of Congress."	Duodecimo		['Errata: p. 364.']	""...The first volume of the present work was written before I had entered on the arduous (though inexpressibly delightful) task of cultivating the minds and expanding the ideas of the female part of the rising generation...As a novelist, I think it is more than probable that I have made my last essay...To this end, I shall devote my leisure hours to preparing a set of progressive lessons in reading, for the youth of my own sex, from five years old to ten or twelve; after which period, there are a multiplicity of books, better calculated to forward the great design of education than any my pen could produce. It is observable, that the generality of books intended for children are written for boys: even Mrs. Barbauld's Lessons, which are the best productions of the kind I ever met with, are addressed to a boy...For my own sex only I presume to write...."						true		['']	['Third-person']	['Letters']			true	Author (text)	Proper name	Female	Female		['Charlotte', 'Trials of the Heart', 'Fille de Chambre']	['Tale', 'Time', 'Novel', 'Mrs.', 'Author', 'Act', 'Congress']		PU	KGP	Harvard Divinity School
1337190	02656cam a2200493 a 4500	eng				Rosa; or, American genius and education.	Rosa; or, American genius and education.			1			1810	1810	New York		Printed for the author, by Isaac Riley.	['Riley, Isaac']			Duodecimo		['Wright lists Baltimore and the late 18th century as probable place and date of composition.']		Transcription: ""Madam, I dedicate the following pages to you from a sentiment of esteem for your character, respect for which I have imbibed from the well known reputation of your domestic virtues and uniformly amiable disposition."							['']	['Third-person']	['Letters']		true	true	Author(text)	Generic/Descriptive	Indeterminate	Unknown			['Genius', 'Education']		PU	BTA	University of Pennsylvania
1361816	04955cam a2200637   4500	eng	Cooper, James Fenimore	1789-1851.	by the author of the Precaution.	The pioneers, or, the sources of the Susquehana: a descriptive tale / by the author of the Precaution.	The pioneers, or the sources of the Susquehanna; a descriptive tale. By the author of ""Precaution."" In two volumes. Vol. I.	The pioneers.		2			1823	1823	New York		Published by Charles Wiley. E. B. Clayton, printer.	['E. B. Clayton']			Duodecimo	Ill.	['""J.F. Rodgers"" bookplate on front paste-down endpaper, v.1-2."']	""To Mr. Charles Wiley, Bookseller. Every man is, more or less, the sport of accident; nor do I know that authors are at all exempted from this humiliating influence""; signed ""The Author. New York, January 1st, 1823"	""The length of our friendship would be a sufficient reason for prefixing your name to these pages; but your residence so near the scene of the tale, and your familiarity with much of the character and kind of life that I have attempted to describe, render it more peculiarly proper. You, at least, dear Sutherland, will not receive this dedication as a cold compliment, but as an evidence of the feeling that makes me, warmly and truly, your friend,--"					true		['', 'Paulding']	['Third-person']					Author (text)	Reference to other works	Indeterminate	Male		['Precaution']	['Pioneer', 'Source', 'Tale', 'Author', 'Volume']	['Susquehanna']	PU	AC	Haverford College
1361817	06881cam a2200769 i 4500	eng	Cooper, James Fenimore	1789-1851.	by the author of Precaution.	The pioneers, or, The sources of the Susquehanna : a descriptive tale / by the author of Precaution.	The pioneers, or the sources of the Susquehanna; a descriptive tale. By the author of ""Precaution."" In two volumes. Vol. I.	The pioneers.		2			1823	1823	New York		Published by Charles Wiley. J. Seymour, printer.	['Seymour, Jonathan', 'E. B. Clayton']			Duodecimo		['V. 2 printed by E. B. Clayton.']	Begins: ""To Mr. Charles Wiley, bookseller. Every man is, more or less, the sport of accident; nor do I know that authors are at all exempted from this humiliating influence. This is the third of my novels, and it depends on two very uncertain contingencies, whether it will not be the last:--the one being the public opinion, and the other mine own humor."" Later on:""The 'Pioneers' is not before the world, Mr. Wiley, and I shall look to you for the only true account of its reception. The critics may write as obscurely as they please, and look much wiser than they are; the papers may puff or abuse, as their changeful humours dictate; but if you meet me with a smiling face, I shall at once know that all is essentially well. If you should ever have occasion for a preface, I beg you will let me hear from you in reply."" Signed: ""Yours, truly, The author. New-York, January 1st, 1823.""	Reads: ""The length of our friendship would be a sufficient reason for prefixing your name to these pages; but your residence so near the scene of the tale, and your familiarity with much of the character and kind of life that I have attempted to describe, render it more peculiarly proper. You, at least, dear Sutherland, will not receive this dedication as a cold compliment, but as an evidence of the feeling that makes me, Warmly and truly, Your friend, ---- ----""					true		['', 'Paulding.']	['Third-person']			true		Author (text)	Reference to other works	Indeterminate	Male		['Precaution']	['Pioneer', 'Source', 'Tale', 'Author', 'Volume']	['Susquehanna']	University of Pennsylvania	SH	Swarthmore College
1724557	05182mam a2200709 a 4500	eng	Cooper, James Fenimore	1789-1851.		Precaution : a novel : In two volumes.	Precaution, a novel. In two volumes. Vol. I.	Precaution.		2			1820	1820.	New York		A. T. Goodrich & Co. no. 124 Broadway.				Duodecimo		['First edition.']							true		['']	['Third-person']	['Letters']		true	true	Author (paratext)	Proper name	Male	Unknown			['Precaution', 'Novel', 'Volume']		PU	AC	Haverford College
1740351	05748cam a2200769 i 4500	eng	Irving, Washington	1783-1859.	by Geoffrey Crayon, gent. ; in two volumes.	Bracebridge Hall, or, The humorists : a medley / by Geoffrey Crayon, gent. ; in two volumes.	Bracebridge hall, or the humourists. A medley, by Geoffrey Crayon, Gent. In two volumes. Vol. I.	Bracebridge hall.		2			1822	1822	New York		Printed by C.S. Van Winkle, no. 101 Greenwich Street.	['Van Winkle, Cornelius S.']			Octavo		['Only 1000 copies of this 1st American edition were printed. Irving had made great alterations and additions as the work was printing, so that the 1st English edition differed considerably from the 1st American. The two editions were published within two days of each other, the American appearing on the 21st, and the English on the 23d of May.--Cf. Life and letters of Washington Irving, ed. by P.M. Irving, London, 1862. v. 2 p. 56 and 58.']	""Worthy Reader! In again taking pen in hand I would fain make a few observations at the outset, by way of bespeaking a right understanding""; signed ""Geoffrey Crayon"						true	Located pp. 82, 97, 259, 332-3 in v.1; pp. 206, 270 in v.2.	['Christmas Ordinary']	['First-person']			true		Author (text)	Proper name	Male				['Humourist', 'Medley', 'Gent.', 'Volume']	['Bracebridge Hall']	PU	AC	Haverford College
1783632	22689cam a2201393 i 4500	eng	M\'Henry, James	1785-1845		The wilderness, or, Braddock\\\'s times : A tale of the West.	The wilderness; or Braddock's times. A tale of the west. In two volumes. Vol. I.			2			1823	1823	New York		Published by E. Bliss and E. White. J. Seymour, printer.				Sexto		["Preface signed: Solomon Secondsight. This pseudonym was used by James M'Henry."]			""For the information of some readers, it may be necessary to state, that the language spoken by the Presbyterians of Ulster, the class of Irishment to which the character, whith whose adventures the following tale commences, belonged, is, with some slight shades of difference, the same as that of the Lowlands of Scotland."	""My friend, there is nothing easier than to write a preface to a work of which one knows the contents."			true	On p. 245.	['', "M\\\\\\'Carrocher."]	['Third-person']	['Letters']			true	Author (text)	Proper name	Male	Male			['Wilderness', 'Time', 'Tale', 'West', 'Volume']	['Braddock']	PU	BTA	University of Pennsylvania
1786548	03805cam a2200505 i 4500	eng	Hentz, Nicholas Marcellus	1797-1856		Tadeuskund, the last king of the Lenape : An historical tale.	Tadeuskund, the last king of the Lenape. An historical tale.			1			1825	1825	Boston		Published by Cummings, Hilliard, & Co. Printed by Hilliard and Metcalf.	['Hilliard and Metcalf', 'Metcalf, Eliab Wight']			Duodecimo		['University of Pennsylvania library bookplate located front paste down endpaper']							true		['']	['Third-person']				true	Author (paratext)	Proper name	Male	Unknown			['King', 'Lenape', 'Tale']		PU	AC	Haverford College
1805125	07920cam a2200817 i 4500	eng	Neal, John	1793-1876.	by the author of Logan, Seventy-six and Randolph.	Errata, or, The works of Will. Adams : a tale / by the author of Logan, Seventy-six and Randolph.	Errata; or, the works of Will. Adams. A tale by the author of Logan, Seventy-six, and Randolph. In two volumes.--Vol. II.			2			1823	1823	New York		Published for the proprietors; and for sale at the principal bookstores in the United States.				Duodecimo			""I have written this tale, for the purpose of showing how people talk, when they are not talking for display; when they are telling a story of themselves, familiarly; seated about their own fireside; with a plenty of apples and cider; in the depth of winter [...]"	""May this book, in which thou wilt recognise the wayward journeying of a disposition, known only to thyself, contribute, in some degree, to gladden the winter of thy old age, and make pleasant the last dreaming of thy son."	""I have adopted this title, not to set people together by the ears, about the pronunciation; but, because it appeared to me, particularly appropriate."				true	Located throughout paratext and main text.	['Revelations 12,1.']	['First-person']				true	Author (text)	Proper name	Male			['Logan', 'Seventy-six', 'Randolph']	['Errata', 'Work', 'Tale', 'Author', 'Volume']		PU	YDS	Swarthmore College
