id	orig language (base)	author name	author dates	author transcribed	title catalog	title full	title half	title series	vols	edition trans	pub date	pub date transcribed	pub location	pub	pub transcribed	printer	bookseller	pub notes	format	illustrations	pub cataloger notes	para:preface	para:dedication	para:advertisement	para:to the reader	para:intro	para:note	para:other	para:footnotes	epigraph source transcribed	narrative form primary	narrative form secondary	subscriber list	inscription	marginalia	author claim	author claim type	author gender claim	author gender	advertisement genres	title words:other works	title words:singular nouns	title words:place names	holding institution
440233	eng				Modern characters : illustrated by histories in real life, and address\'d to the polite world.	Modern Characters: illustrated by histories in real life, and addres\'dn to the polite world. Vol. I. 	Modern characters from real life. In two volumes. 		2		1753	M,D,CC,LIII. 	London		Printed for T. Gardner, at Cowley\'s head in the Strand; and sold by all booksellers in town and country. 				Duodecimo 		The University of Pennsylvania catalog states that though the book was published anonymously it is sometimes attributed to Eliza Haywood. | Printers ornament on the full title pages of v.1 & v.2 contains a printers ornament that reads as follows: A. Cowley --- Printed by T. Gardner  | Bookplate - Hulton v.1, v.2 front boards  | Spine of v.1 is imprinted with the uppercase letter J instead of a 1. See spine photo. | Mispagination: 118 is written as 18							true			Third-person	Letters								Ficton | Ficton		Volume | Character | Histories | Life | World		
440234	eng	Kimber, Edward,	1719-1769.		The history of the life and adventures of Mr. Anderson :  containing his strange varieties of fortune in Europe and America : compiled from his own papers.	The history of the life and adventures of Mr. Anderson. Containing his strange varieties of fortune in Europe and America. Compiled from his own papers. The second edition			1	The second edition	1754	1754	London		Printed for W. Owen, at homer\'s-head, near temple-bar. 				Duodecimo		Leaf of title page appears to be two leaves pasted together - recto is title, verso advertisement (another advertisement page faces title page)		Madam, If gratitude is a principle as generally applauded as it is little known, the possession of that principle must signify some degree of merit in the possessor; and I need not tell the world, that the least appearance of anything useful or praise-worthy in a person, entitles him to your lady-ship\'s notice, and to the participation of those favours...							 | Addison	Third-person	First-person				Author (text)	Generic/Descriptive	Male	Male	Mixed Genre | Mixed Genre		History | Life | Adventures | Variety | Fortune | Paper	Europe | America	
440235	eng	Tessin, Carl Gustaf	1695-1770	Translated from the Swedish ; to which are prefixed those of Her present Majesty to her son, with the translations : in two volumes.	Letters from an old man to a young prince, with the answers Translated from the Swedish ; to which are prefixed those of Her present Majesty to her son, with the translations : in two volumes.	Letters from an old man to a young prince, with the answers. Translated from the Swedish. To which are prefixed those of her present Majesty to her son: with the translations. In two volumes. Vol. I.			2		1756	M.DCC.LVI	London		Printed for R. Griffiths, at the Dunciad in Pater-noster-row.				Duodecimo	Ill. Bookplate	From Penn-Franklin catalog: Translation of Gammal mans bref til en ung prints. | Some letters are in French, followed by English translations. | Bookplate - U Penn Singer coll. | Lines printed out of order on II.248	Since neither Mr. Maupertuis\' Latin Town, nor any other scheme of universal language, is likely to take, either for want of proper encouragement, or from some natural difficulty in the thing itself; we must content ourselves with translations instead of originals, with secondary dimness in the room of primary lustre.	I should have had more fear, and less inclination, to lay these letters at the feet of Your Royal Highness, if I had been the original author of them; but they were wrote by so great, so sensible, and so honest a man, to a young Prince who, in the common course of things, will, one day, be a contemporary king with Your Royal Highness, that I cannot help thinking them worth your reading.		Gentle reader! Whether thou art a wise man or the contrary; sitting in thy study, sauntering in the field, or lounging in a bookseller\'s shop; dignified with a title, spiritual or temporal; or peradventure not dignified at all: I must desire thee to hear me, the publisher, before thou proceedest.			true	I.50, I.163-4, II.10-1, II.59, II.70, II.209, II.210, II.211, II.214, II.223, II.241-2, II.243-5, II.249, II.269		Epistolary				true	Author (paratext)	Generic/descriptive	Female	Unknown			Letter | Man | Prince | Answer | Swedish | Majesty | Son | Translation | Volume		
440236	eng			written by Himself	Memoirs of an Oxford scholar :  containing his amour with the beauriful Miss L-, of Essex, and interspers\'d with several entertaining incidents /  written by Himself	Memoirs of an Oxford scholar. Containing, his amour with the beautiful Miss L-, of Essex; and interspers\'d with several entertaining incidents. Written by himself.	Memoirs of an Oxford scholar. Price bound three shillings.		1		1756	M.DCC.LVI	London		Printed and sold by W. Reeve, in Fleet-street; and by the booksellers in town and country.				Duodecimo		Different punctuation of recto and verso running titles for advertisement in back sic | Table of contents is unpaginated, but paratext series ends on vi and main text begins on [13] | 12mo in 6s				After a long Intimacy, and much Sollicitation, I at last prevailed upon Mr. A--, the Husband of Chloe, to write the following Sheets.			true		 | Pope	First-person	Letters		true		Author (text)	Generic/descriptive	Male	Unknown	Mixed Genre		Memoir | Scholar | Amour | Incident | Himself	Oxford | Essex	
440237	eng				The History of Polly Willis, an orphan.	The History of Polly Willis, an orphan.			1		1755	M.DCC.LV.	London		Printed and sold by W. Reeve, in fleet-street. 				Duodecimo		Front page ripped out, back page ripped. | Roman numerals start at viii, no pages between this and title page. 	A new book as seldom appears without a preface, as a new play without a prologue: custom demands it, and it is often highly necessary. 						true		 | Waller	Third-person			true	true							History | Orphan		
440238	eng				The prater By Nicholas Babble, esq.	The prater. By Nicholas Babble, Esq. The second edition, corrected and improved by the author. 			1	The second edition, corrected and improved by the author. 	1752	MDCCLVII	London: 		Printed for T. Lownds, at his circulating library, in Fleet-street. 				Duodecimo		Book is divided into different \'numbers\' that are each dated like diary entries.  | Pages 260-267 contains Ad cives. Defensio medicorum & �grotantium. To the public. An address in behalf of physicians and patients. | From Penn catalog: A periodical originally published in 35 numbers, from 13 March to 6 November 1756. | Table of contents										First-person			true	true	Author (text)	Proper name	Male	Unknown	Mixed Genre		Prater | Edition | Author		
440239	eng	Garfigny, 	1695-1758.	translated from the French original by James Seguin	Letters of Princess Zilia to Prince Aza of Peru / Newly translated from the French original. By James Seguinn, teacher of the French tongue in Hereford. translated from the French original by James Seguin	Letters of Princess Zilia, to Prince Aza of Peru, newly translated from the French original. By James Seguin, teacher of the French tongue in Hereford. 			1		1775	MDCCLV	London		Printed for the author; and sold by James Wilde, bookseller, in Hereford. 				Duodecimo		Mispagination: the novel is paginated 96, 197-322. The pagination continues from 197 onwards. | Footnotes often serve to explain Inca words or culture					The Spaniards had no sooner made themselves masters of the kingdom of Peru, but they marched to Cuzeo, the capital of that empire, called by the Peruvians the city of the sun:		true	Footnotes appear on pages: 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 17, 18, 22, 23, 24, 30, 31, 36, 37, 43, 46, 55, 56, 59, 67, 72, 74, 81, 84, 86, 91, 203, 212, 214, 246, 257, 259, 260, 261, and 280 		Letters				true	Translator (text)	By Proper Name	Male	Male			Letters | Original | Tongue | Teacher	Peru | Hereford	
440240	eng	Gardiner, Richard,	1723-1781.	by William Honeycomb, Esq.	The history of Pudica, a lady of N-rf-lk :  with an account of her five lovers, viz. Dick Merryfellow, Count Antiquary, young \'Squire Fog, of Dumplin-Hall, Jack Shadwell, of the Lodge, and Miles Dinglebob, of Popgun-hall, Esq. : together with Miss Pudica\'s sense of the word eclaircissement, and an epithalamium on her nuptials, by Tom Tenor, Clerk of the Parish, to the tune of, Green grow the rushes o\' / by William Honeycomb, Esq.	The history of Pudica, a lady of N-rf-lk: with an account of her five lovers, viz. Dick Merryfellow, Count Antiquary, young \'Squire Fog, of Dumplin-Hall, Jack Shadwell, of the Lodge, and Miles Dinglebob, of Popgun-hall, Esq. : together with Miss Pudica\'s sense of the word eclaircissement, and an epithalamium on her nuptials, by Tom Tenor, Clerk of the Parish, to the tune of, Green grow the rushes o\'. By William Honeycomb, esq;			1		1754	M.DCC.LIV.	London		Printed for M. Cooper, in pater-noster-row.				Octavo		Front flyleaf includes a handwritten glossary. 							true		 | Rowe	Third-person	Letters			true	Author (text)	Proper name	Male	Male			History | Lady | Account | Lover | Sense | World | Eclaricissement | Epithalamium | Nuptial | Clerk | Parish | Tune | Rush	N-rf--lk	
440241	eng	Hampton, James	1721-1778		Reflections on ancient and modern history.	Reflections on ancient and modern history. 			1		1746	MDCCXLVI	Oxford		Printed for James Fletcher in the Turl; and sold by J. and J. Rivington in St. Paul\'s Church-yard, R. Dodsley in Pall-mall, and M. Cooper in Pater-noster-row, London. Price One Shilling. 				Octavo	ill. 	Contained at the back of The Lives of Cleopatra and Octavia  | Etching on Title Page								Footnotes appear on the following pages: 16, 17, 24-5, 26, 28		First-person			true								Reflection | History		
440242	eng				The History of Sir Roger and his son Joe: in two volumes	The history of Sir Roger and his son Joe: in two volumes. Vol. I			1		1757		London		Printed for J. Scott, at the black-swan, in pater-noster-row. (price six shillings bound.)				Duodecimo		Bookplate - v.2  front paste down - Nil Timeo John Drummond of Logy Almond Esq. 							true			Third-person	First-person | Letters		true	true							History | Son | Volume		
440243	eng				The Temple beau, or the town coquets: a novel	The temple beau, or the town coquets. A novel. 			1		1754	MDCCLIV	London		Printed for W. Owen, and homer\'s head, near temple-bar, and E. Baker, at tunbridge-wells				Duodecimo		Franklin record has no authorship claims for this work. 		My Lord, it\'s not your high birth, and exalted quality, that is the cause of my seeking you out for a patron to the following sheets, your lordship very well knows, that founding titles, unaccompanied with merit, are things I little set by;					true			Third-person	First-person			true	Author (text)	Generic/Descriptive	Indeterminate	Unknown			Beau | Coquet | Novel 		
440244	eng				The Theatre of love :  a collection of novels, (none of which were ever printed before).	The theatre of love: a collection of novels, (none of which were ever printed before).	The Theatre of Love. A collection of novels, none of which were ever printed before. [Price bound three shillings.]		1		1759	M.DCC.LIX.	London		Printed and sold by W. Reeve, at shakespear\'s-head, opposite crane-court, fleet-street.				Duodecimo		Collection of small novels, each with its own title page. | [Price bound three shillings.] | Page 115 has been ripped and tapped back together.	Tales of a domestick nature, and of general concern, have ever been allowed to be of great utility...	Madam, A collection of moral novels, tending to promote the cause of virutue, be consecrated at any person\'s shrine with greater propriety, than at yours;...							 | Rowe	Third-person	First-person | Letters		true	true	Author (paratext)	Generic/Descriptive	Indeterminate	Unknown	Mixed-Genre		Theatre | Love | Collection | Novel | Parent | Daughter | Friend | Mother | Father | Lover | Quarrel | Resolution | Couple | Maid | Virtue | Innocence | Sister | Fortune-Hunter | Fortune | Hunter		
